"ntd_id","Agency","City","State","max_organization_type","max_reporter_type","report_year","max_uace_code","max_uza_name","max_primary_uza_population","max_agency_voms","sum_vehicle_operations","sum_vehicle_maintenance","sum_facility_maintenance","sum_general_administration","sum_reduced_reporter_expenses","Total","sum_separate_report_amount"
"50253","Grundy County","Morris","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","0","0","0","0","642658","642658","0"
"50255","Carroll County Transit","Carrollton","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"12","0","0","0","0","986929","986929","0"
"50256","Access Johnson County","Franklin","IN","Private-Non-Profit Corporation","Reduced Reporter","2022","41212","Indianapolis, IN","1699881","16","0","0","0","0","1625304","1625304","0"
"50257","City of Marshfield","Marshfield","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"11","0","0","0","0","923711","923711","0"
"50258","City of Quincy","Quincy","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"17","0","0","0","0","3400641","3400641","0"
"50260","Eaton County Transportation Authority","Charlotte","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022","47719","Lansing, MI","300032","24","0","0","0","0","2173533","2173533","0"
"50262","Morris, City of","Morris","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"4","0","0","0","0","508039","508039","0"
"50263","Bureau County, dba: Bureau Putnam Area Rural Transit","Princeton","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"17","0","0","0","0","1525139","1525139","0"
"50265","Marshall, City of","Marshall","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","0","0","0","0","463026","463026","0"
"50266","City of Viroqua","Viroqua","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","0","0","0","0","414067","414067","0"
"50268","Hillsdale Dial-A-Ride","Hillsdale","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","346248","346248","0"
"50269","Champaign County","Urbana","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","0","0","0","0","774907","774907","0"
"50272","Madison County Council of Governments, dba: Transportation for Rural Areas of Madison County","Anderson","IN","MPO, COG or Other Planning Agency","Rural Reporter","2022",,,,"3","0","0","0","0","420122","420122","0"
"50275","Knox Area Transit","Mount Vernon","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"15","0","0","0","0","2243457","2243457","0"
"50276","Four Rivers Resource Services, dba: Ride Solution","Loogootee","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"48","0","0","0","0","2914346","2914346","0"
"50277","Village of Plover","Plover","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","237840","237840","0"
"50278","Athens Transit","Glouster","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"14","0","0","0","0","2216911","2216911","0"
"50280","Rush County Senior Services , dba: Ride Rush Public Transit","Rushville","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"4","0","0","0","0","329722","329722","0"
"50281","Cass County Council on Aging , dba: Cass Area Transit","Logansport","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"20","0","0","0","0","1562840","1562840","0"
"50282","Kalkaska Public Transit Authority","Kalkaska","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"18","0","0","0","0","1015831","1015831","0"
"50283","Warren County","Monmouth","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"9","0","0","0","0","636865","636865","0"
"50284","Champaign Transit System","Urbana","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"9","0","0","0","0","573978","573978","0"
"50285","Straits Regional Ride","Cheboygan","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"12","0","0","0","0","927172","927172","0"
"50286","Grant County","Lancaster","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"1","0","0","0","0","62546","62546","0"
"50289","Cardinal Services , dba: Kosciusko Area Bus Service","Warsaw","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"9","0","0","0","0","688204","688204","0"
"50290","City of Ripon","Ripon","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","0","0","0","0","338549","338549","0"
"50291","Village of Prairie du Sac","Prairie Du Sac","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","157130","157130","0"
"50292","Bowling Green Transit","Bowling Green","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","0","0","0","0","627927","627927","0"
"50293","Monroe County Public Transportation","Woodsfield","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","0","0","0","0","334422","334422","0"
"50295","Rusk County Transit Commission","Ladysmith","WI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"17","0","0","0","0","1409008","1409008","0"
"50297","Kanabec County","Mora","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"5","0","0","0","0","622698","622698","0"
"50298","Ottawa County Transportation Agency","Oak Harbor","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"20","0","0","0","0","1667574","1667574","0"
"50301","Henry County","Cambridge","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","0","0","0","0","693368","693368","0"
"50302","City of Washington, dba: Washington Transit System","Washington","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"1","0","0","0","0","152940","152940","0"
"50303","City of River Falls","River Falls","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","273062","273062","0"
"50304","Fulton County, dba: FCRT","Lewistown","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","0","0","0","0","524258","524258","0"
"50305","LaGrange County Council on Aging , dba: LaGrange County Area Transit","Lagrange","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"9","0","0","0","0","982640","982640","0"
"50307","LifeStream Services , dba: The New Interurban","Yorktown","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"14","0","0","0","0","1287612","1287612","0"
"50308","Area 10 Council on Aging of Monroe County, dba: Rural Transit","Ellettsville","IN","Area Agency on Aging","Rural Reporter","2022",,,,"14","0","0","0","0","1380366","1380366","0"
"50310","Cass County Transportation Authority","Cassopolis","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"10","0","0","0","0","477465","477465","0"
"50313","Charlevoix County Public Transportation","Boyne City","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","0","0","0","0","1551418","1551418","0"
"50314","Clinton Area Transit System","St. Johns","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"24","0","0","0","0","2800594","2800594","0"
"50315","Shawnee Mass Transit District","Vienna","IL","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"42","0","0","0","0","4403578","4403578","0"
"50316","Wilmington Transit System","Wilmington","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","0","0","0","0","1560030","1560030","0"
"50318","City of Baraboo","Baraboo","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","0","0","0","0","601721","601721","0"
"50319","City of Watertown","Watertown","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","0","0","0","0","810023","810023","0"
"50321","Volunteer Interfaith Network Effort","Mankato","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022","53983","Mankato, MN","57584","5","0","0","0","0","760935","760935","0"
"50322","Brainerd, City of","Brainerd","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"8","0","0","0","0","1486919","1486919","0"
"50323","Adrian Dial-A-Ride","Adrian","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","0","0","0","0","376263","376263","0"
"50324","LifeTime Resources , dba: Catch-a-Ride","Dillsboro","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"20","0","0","0","0","1716912","1716912","0"
"50326","Geauga County Transit","Chardon","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"14","0","0","0","0","1212101","1212101","0"
"50327","South Central Illinois Mass Transit District","Centralia","IL","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"104","0","0","0","0","10220136","10220136","0"
"50328","Kankakee County","Kankakee","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","0","0","0","0","704903","704903","0"
"50329","Woodford County","Eureka","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"9","0","0","0","0","487881","487881","0"
"50330","DeKalb County Council on Aging , dba: Dekalb Area Rural Transit","Auburn","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"7","0","0","0","0","655047","655047","0"
"50332","Hibbing, City of","Hibbing","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"4","0","0","0","0","463268","463268","0"
"50334","Prairie Five CAC, Inc.","Montevideo","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","0","0","0","0","2565070","2565070","0"
"50335","Greater Lapeer Transportation Authority","Lapeer","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"27","0","0","0","0","2053349","2053349","0"
"50336","City of Waupaca","Waupaca","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","0","0","0","0","473441","473441","0"
"50337","Branch Area Transit Authority","Coldwater","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"13","0","0","0","0","1955470","1955470","0"
"50338","McLean County","Bloomington","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"27","0","0","0","0","2095294","2095294","0"
"50339","Monroe Randolph Transit District","Sparta","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","0","0","0","0","680838","680838","0"
"50340","Otsego County Board of Commissioners","Gaylord","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"14","0","0","0","0","1202951","1202951","0"
"50341","South East Area Transit","Zanesville","OH","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"25","0","0","0","0","7599632","7599632","0"
"50342","LINK Hendricks County, dba: Hendricks and Morgan County Connect","Danville","IN","Private-Non-Profit Corporation","Full Reporter","2022","41212","Indianapolis, IN","1699881","23","911901","77275","6360","405751","0","1401287","0"
"50343","Perry County Transit","New Lexington","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"24","0","0","0","0","2008782","2008782","0"
"50344","Ogemaw County Public Transportation","West Branch","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"12","0","0","0","0","958929","958929","0"
"50345","Effingham County","Effingham","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"12","0","0","0","0","525905","525905","0"
"50346","Sanilac County Board of Commissioners","Sandusky","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","0","0","0","0","1509424","1509424","0"
"50347","Blue River Services , dba: Southern Indiana Transit System","Corydon","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"14","0","0","0","0","855692","855692","0"
"50349","Winona, City of","Winona","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"6","0","0","0","0","1014393","1014393","0"
"50350","City of Waupun","Waupun","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","0","0","0","0","155903","155903","0"
"50351","Hamilton County Express Public Transit, dba: Hamilton County Express","Noblesville","IN","Private-Non-Profit Corporation","Reduced Reporter","2022","41212","Indianapolis, IN","1699881","15","0","0","0","0","619512","619512","0"
"50352","Kendall County, dba: Kendall Area Transit","Yorkville","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"15","0","0","0","0","1175172","1175172","0"
"50353","Tri-Valley Opportunity Council, Inc.","Crookston","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"18","0","0","0","0","3415481","3415481","0"
"50354","City of Huntingburg, dba: Huntingburg Transit System","Huntingburg","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","222164","222164","0"
"50355","Barry County Transit","Hastings","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","0","0","0","0","1656718","1656718","0"
"50356","Delta Area Transit Authority","Escanaba","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"19","0","0","0","0","1740065","1740065","0"
"50358","City of New Castle, dba: New Castle Transit","New Castle","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","0","0","0","0","828215","828215","0"
"50359","City of Stevens Point","Stevens Point","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","0","0","0","0","2184190","2184190","0"
"50360","City of New Richmond","New Richmond","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","0","0","0","0","236282","236282","0"
"50361","Huntington County Council on Aging , dba: Huntington Area Transportation Service","Huntington","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"15","0","0","0","0","764550","764550","0"
"50362","Huron County Transit","Norwalk","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"10","0","0","0","0","389655","389655","0"
"50363","Scioto County/Access Scioto County","Portsmouth","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"12","0","0","0","0","772837","772837","0"
"50364","Jo Daviess County, dba: Jo Daviess County Transit","Galena","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"14","0","0","0","0","935034","935034","0"
"50365","Area IV Agency on Aging and Community Action Programs , dba: Tippecanoe County Transit","Lafayette","IN","Area Agency on Aging","Rural Reporter","2022",,,,"5","0","0","0","0","164408","164408","0"
"50366","Door County","Sturgeon Bay","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"9","0","0","0","0","974018","974018","0"
"50369","Manistee County Transportation, Inc.","Manistee","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"24","0","0","0","0","4377221","4377221","0"
"50370","Huron Transit Corporation","Bad Axe","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"46","0","0","0","0","4829282","4829282","0"
"50371","Ontonagon County Public Transit","Ontonagon","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","0","0","0","0","798394","798394","0"
"50374","Cadillac/Wexford Transit Authority","Cadillac","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"27","0","0","0","0","3280205","3280205","0"
"50375","City of Whitewater","Whitewater","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","214070","214070","0"
"50377","Hancock Area Transportation Services","Findlay","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"17","0","0","0","0","1594670","1594670","0"
"50379","Becker County Transit","Detroit Lakes","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"5","0","0","0","0","517989","517989","0"
"50382","Ashland Public Transit","Ashland","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","0","0","0","0","863400","863400","0"
"50383","Van Buren Public Transit","Bangor","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","0","0","0","0","2053260","2053260","0"
"50384","Brown County Family Services",,"MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"7","0","0","0","0","849148","849148","0"
"50385","Hancock County","Carthage","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","0","0","0","0","264051","264051","0"
"50386","Houghton Motor Transit Line","Houghton","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","0","0","0","0","577609","577609","0"
"50387","Union County Council on Aging , dba: Union County Transit","Liberty","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"6","0","0","0","0","476518","476518","0"
"50388","Marion Area Transit","Marion","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","0","0","0","0","867396","867396","0"
"50389","Orange County First Chance Center , dba: Orange County Transit","Paoli","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"5","0","0","0","0","377045","377045","0"
"50390","Ashtabula County Transportation System","Jefferson","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","0","0","0","0","1494616","1494616","0"
"50391","City of Edgerton","Edgerton","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"1","0","0","0","0","85699","85699","0"
"50392","YMCA of Vincennes , dba: VanGo","Vincennes","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"15","0","0","0","0","893186","893186","0"
"50394","Trailblazer Joint Powers Board","Glencoe","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"32","0","0","0","0","5179582","5179582","0"
"50395","Gladwin City/County Transit","Gladwin","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","0","0","0","0","2000724","2000724","0"
"50396","City of Jefferson","Jefferson","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","0","0","0","0","185040","185040","0"
"50397","Hubbard County","Park Rapids","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"6","0","0","0","0","611821","611821","0"
"50398","Belding-Dial-A-Ride","Belding","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","0","0","0","0","278886","278886","0"
"50399","Fayette County Council Agency on Aging and Aged, dba: Fayette County Public Transit","Connersville","IN","Area Agency on Aging","Rural Reporter","2022",,,,"9","0","0","0","0","496156","496156","0"
"50400","City of Fort Atkinson","Fort Atkinson","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","0","0","0","0","299042","299042","0"
"50401","Bay Area Rural Transit Commission","Ashland","WI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"17","0","0","0","0","1585060","1585060","0"
"50403","Wells County Council on Aging , dba: Wells on Wheels","Bluffton","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"8","0","0","0","0","727623","727623","0"
"50404","Greenville Transit","Greenville","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","0","0","0","0","333697","333697","0"
"50405","City of Wisconsin Rapids","Wisconsin Rapids","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"11","0","0","0","0","932830","932830","0"
"50406","Lancaster Public Transit System","Lancaster","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022","00039","Ohio Non-UZA","4126404","16","0","0","0","0","1976376","1976376","0"
"50407","City of Bedford, dba: Transit Authority of Stone City","Bedford","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","0","0","0","0","659550","659550","0"
"50408","Hancock, City of","Hancock","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","0","0","0","0","341835","341835","0"
"50409","Clintonville Transit Commission","Clintonville","WI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"2","0","0","0","0","116741","116741","0"
"50410","Fayette County Transportation Program","Washington Court House","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"14","0","0","0","0","1251464","1251464","0"
"50411","Logan County","Lincoln","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","0","0","0","0","288155","288155","0"
"50412","City of Freeport","Freeport","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"15","0","0","0","0","945001","945001","0"
"50413","Bay Area Transportation Authority","Traverse City","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022","88300","Traverse City--Garfield, MI","56890","76","0","0","0","0","8915700","8915700","0"
"50414","West Central Mass Transit District","Jacksonville","IL","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"32","0","0","0","0","1872951","1872951","0"
"50415","Greenville Transit System","Greenville","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","0","0","0","0","858780","858780","0"
"50416","Mecosta Osceola Transit Authority","Big Rapids","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"10","0","0","0","0","1353646","1353646","0"
"50418","City of Tomah","Tomah","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","0","0","0","0","605273","605273","0"
"50420","Tazewell County","Pekin","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"17","0","0","0","0","836069","836069","0"
"50421","Morgan County Transit","Mcconnelsville","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"21","0","0","0","0","1199756","1199756","0"
"50422","Noble County Council on Aging , dba: Noble Transit System","Albion","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"11","0","0","0","0","694770","694770","0"
"50424","Transportation for Logan County","Bellefontaine","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"24","0","0","0","0","1751975","1751975","0"
"50425","Piatt County","Monticello","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"11","0","0","0","0","1171080","1171080","0"
"50427","Marquette County Transit Authority","Marquette","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","0","0","0","0","3542605","3542605","0"
"50428","SEMCAC","Rushford","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"13","0","0","0","0","1654097","1654097","0"
"50429","Chillicothe Transit System","Chillicothe","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"21","0","0","0","0","6724651","6724651","0"
"50430","Fosston, City of","Fosston","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"1","0","0","0","0","150240","150240","0"
"50431","City of Platteville","Platteville","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","0","0","0","0","602455","602455","0"
"50432","County of Kenosha","Kenosha","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022","76474","Round Lake Beach--McHenry--Grayslake, IL--WI","261835","4","0","0","0","0","277878","277878","0"
"50433","Transportation Resources For Independent People of Sandusky (TRIPS)","Fremont","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"14","0","0","0","0","1243696","1243696","0"
"50434","Pickaway Area Rural Transit","Circleville","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"12","0","0","0","0","527644","527644","0"
"50435","City of Lake Mills","Lake Mills","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","0","0","0","0","112923","112923","0"
"50436","St. Joseph County Transportation Authority","Three Rivers","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"24","0","0","0","0","2047174","2047174","0"
"50437","Big Rapids Dial-A-Ride","Big Rapids","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","0","0","0","0","701626","701626","0"
"50438","Logan Transit System","Glouster","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"10","0","0","0","0","612681","612681","0"
"50440","Seneca-Crawford Area Transportation","Tiffin","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"23","0","0","0","0","1765451","1765451","0"
"50441","Living Wells in Wabash County Council on Aging , dba: Wabash County Transit","Wabash","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"4","0","0","0","0","479775","479775","0"
"50442","County of La Crosse","La Crosse","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","0","0","0","0","484999","484999","0"
"50444","White County Council on Aging , dba: White County Public Transit","Monticello","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"5","0","0","0","0","301347","301347","0"
"50446","Wadena County Social Services","Wadena","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"8","0","0","0","0","885563","885563","0"
"50447","Coles County, dba: Coles County Council on Aging","Charleston","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"17","0","0","0","0","1213153","1213153","0"
"50448","Watonwan County","Saint James","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"3","0","0","0","0","454759","454759","0"
"50450","Cedar Valley Services, Inc.","Austin","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","0","0","0","0","3425594","3425594","0"
"50452","Antrim County Transportation","Bellaire","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","0","0","0","0","718965","718965","0"
"50453","Clare County Transit","Harrison","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"24","0","0","0","0","1587301","1587301","0"
"50454","Miami County YMCA , dba: YMCA - Miami County Public Transit","Peru","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"11","0","0","0","0","611006","611006","0"
"50455","Gogebic County Transit","Ironwood","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"6","0","0","0","0","623183","623183","0"
"50456","Allegan County Transportation Services","Allegan","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"23","0","0","0","0","1638244","1638244","0"
"50457","Benzie Transportation Authority","Honor","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"20","0","0","0","0","2062295","2062295","0"
"50458","Whiteside County","Morrison","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"14","0","0","0","0","589734","589734","0"
"50459","Ludington Mass Transportation Authority","Ludington","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"18","0","0","0","0","2018974","2018974","0"
"50461","City of Manitowoc","Manitowoc","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","0","0","0","0","1962790","1962790","0"
"50462","Harrison County Rural Transit","Cadiz","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","0","0","0","0","1374485","1374485","0"
"50463","Berrien County Public Transportation","Saint Joseph","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","0","0","0","0","717597","717597","0"
"50464","Pike County/Community Action Transit System","Piketon","OH","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"11","0","0","0","0","719989","719989","0"
"50466","City of Beaver Dam","Beaver Dam","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"13","0","0","0","0","773866","773866","0"
"50468","Whitley County Council on Aging , dba: Whitley County Transit","Columbia City","IN","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"8","0","0","0","0","810412","810412","0"
"50470","City of Portage","Portage","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","0","0","0","0","807459","807459","0"
"50471","Southwestern MN Opportunity Council, Inc.","Worthington","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"4","0","0","0","0","356358","356358","0"
"50473","Lenawee Transportation Corporation","Adrian","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","0","0","0","0","524886","524886","0"
"50474","Tri-County Action Program, Inc.","Waite Park","MN","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"22","0","0","0","0","2974455","2974455","0"
"50476","Yates Township Transportation System","Idlewild","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","0","0","0","0","1711880","1711880","0"
"50478","City of Marinette","Marinette","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","0","0","0","0","470851","470851","0"
