"ntd_id","Agency","City","State","max_organization_type","max_reporter_type","report_year","max_uace_code","max_uza_name","max_primary_uza_population","max_agency_voms","sum_vehicle_operations","sum_vehicle_maintenance","sum_facility_maintenance","sum_general_administration","sum_reduced_reporter_expenses","Total","sum_separate_report_amount"
"60105","City of Hot Springs, dba: Hot Springs Intracity Transit","Hot Springs National Park","AR","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","40213","Hot Springs, AR","59133","6","0","0","0","0","1689492","1689492","0"
"60107","Texoma Area Paratransit System, Inc","Sherman","TX","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","81631","Sherman--Denison, TX","66691","17","2071729","541126","20919","388639","0","3022413","0"
"60108","Harris County, dba: Harris County Transit","Houston","TX","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","40429","Houston, TX","5853575","33","3463698","608564","228276","2769533","0","7070071","0"
"60109","St. Tammany Parish Government, dba: STAR Transit","Mandeville","LA","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","82468","Slidell, LA","91587","25","0","0","0","0","2406135","2406135","0"
"60111","Rio Metro Regional Transit District","Albuquerque","NM","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","01171","Albuquerque, NM","769837","78","24504282","11414092","8796961","10201284","0","54916619","0"
"60112","River Parishes Transit Authority","La Place","LA","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","62677","New Orleans, LA","963212","3","0","0","0","0","1344473","1344473","0"
"60113","City of Cleburne","Cleburne","TX","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","22042","Dallas--Fort Worth--Arlington, TX","5732354","13","0","0","0","0","1295332","1295332","0"
"60114","STAR Transit","Terrell","TX","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","22042","Dallas--Fort Worth--Arlington, TX","5732354","46","4545173","700267","212933","1312720","0","6771093","0"
"60115","Public Transit Services","Mineral Wells","TX","Other Publicly-Owned or Privately Chartered Corporation","Reduced Reporter","2024","22042","Dallas--Fort Worth--Arlington, TX","5732354","17","0","0","0","0","2178155","2178155","0"
"60116","SPAN, Incorporated","Denton","TX","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","23500","Denton--Lewisville, TX","429461","30","0","0","0","0","3173163","3173163","0"
"60118","City of Edmond, dba: Citylink","Edmond","OK","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","65080","Oklahoma City, OK","982276","12","0","0","0","0","3116428","3116428","0"
"60125","City of Round Rock","Round Rock","TX","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","04384","Austin, TX","1809888","8","0","0","0","0","1886316","1886316","0"
"60127","Plaquemines Parish Government","Belle Chasse","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"7","0","0","0","0","565396","565396","0"
"60129","City of Conroe, dba: Conroe Connection","Conroe","TX","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","87300","The Woodlands--Conroe, TX","402454","8","0","0","0","0","2585211","2585211","0"
"60130","Alamo Area Council of Governments, dba: Alamo Regional Transit","San Antonio","TX","MPO, COG or Other Planning Agency","Full Reporter","2024","61948","New Braunfels, TX","100736","47","4381721","522060","39051","1302174","0","6245006","0"
"60132","St Martin, Iberia, Lafayette Community Action Agency, dba: SMILE Community Action Agency","Lafayette","LA","Private-Non-Profit Corporation","Reduced Reporter","2024","46045","Lafayette, LA","227316","7","0","0","0","0","436700","436700","0"
"60133","McKinney Avenue Transit Authority","Dallas","TX","Private-Non-Profit Corporation","Full Reporter","2024","22042","Dallas--Fort Worth--Arlington, TX","5732354","4","595075","642573","109829","825687","0","2173164","0"
"60134","The Woodlands Township","Spring","TX","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","87300","The Woodlands--Conroe, TX","402454","29","3904044","1405268","499292","937214","0","6745818","0"
"60135","Pointe Coupee Parish Government","New Roads","LA","Area Agency on Aging","Rural Reporter","2024",,,,"14","0","0","0","0","626773","626773","0"
"60136","Mid-Delta Transit Community Services, Inc., dba: Mid-Delta Transit","Helena","AR","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"55","0","0","0","0","3019445","3019445","0"
"60138","North Central Regional Transit District, dba: North Central RTD","Espanola","NM","State Government Unit or Department of Transportation","Reduced Reporter","2024","79363","Santa Fe, NM","94241","22","0","0","0","0","5652331","5652331","0"
"60140","Area Agency on Aging of Southeast Arkansas, Inc., dba: Southeast Arkansas Transportation","Pine Bluff","AR","Area Agency on Aging","Rural Reporter","2024",,,,"112","0","0","0","0","9143324","9143324","0"
"60142","Heart of Texas Council of Governments","Waco","TX","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"16","0","0","0","0","1588822","1588822","0"
"60143","Rolling Plains Management Corporation, dba: SHARP Lines Rural Public Transportation","Crowell","TX","Other Publicly-Owned or Privately Chartered Corporation","Rural Reporter","2024",,,,"82","0","0","0","0","3640722","3640722","0"
"60145","Ark-Tex Council of Governments","Texarkana","TX","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"56","0","0","0","0","3466862","3466862","0"
"60146","United Community Action Program, Inc., dba: Cimmaron Public Transit System","Pawnee","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"47","0","0","0","0","2513507","2513507","0"
"60147","Kleberg County","Kingsville","TX","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"20","0","0","0","0","1242332","1242332","0"
"60148","Village of Milan, dba: Rockin' 66 Express","Milan","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","0","0","0","0","250893","250893","0"
"60150","Pontotoc County Public Transit Authority, dba: Call-A-Ride Public Transit System","Ada","OK","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"5","0","0","0","0","305003","305003","0"
"60151","Grant County, dba: Corre Caminos Transit","Silver City","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"11","0","0","0","0","1028394","1028394","0"
"60152","City of Del Rio","Del Rio","TX","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"15","0","0","0","0","1533844","1533844","0"
"60154","Red River Parish Police Jury","Coushatta","LA","Area Agency on Aging","Rural Reporter","2024",,,,"5","0","0","0","0","165999","165999","0"
"60155","South East Texas Regional Planning Commission","Beaumont","TX","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"28","0","0","0","0","2091804","2091804","0"
"60157","City of Socorro, dba: City of Socorro Transportation","Socorro","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"3","0","0","0","0","276535","276535","0"
"60159","South Plains Community Action Association, Inc., dba: SPARTAN Public Transportation","Levelland","TX","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"39","0","0","0","0","4430857","4430857","0"
"60160","OSU-Stillwater Community Transit","Stillwater","OK","University","Rural Reporter","2024",,,,"18","0","0","0","0","3951336","3951336","0"
"60161","City of Eureka Springs","Eureka Springs","AR","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"16","0","0","0","0","1459060","1459060","0"
"60163","Jefferson Davis Police Jury","Jennings","LA","Area Agency on Aging","Rural Reporter","2024",,,,"4","0","0","0","0","288906","288906","0"
"60164","Beauregard Parish City of DeRidder","Deridder","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","0","0","0","0","281708","281708","0"
"60165","Community Action Development Corporation, dba: Red River Transit","Frederick","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"102","0","0","0","0","3291158","3291158","0"
"60167","City of Roswell, dba: Roswell Transit","Roswell","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"8","0","0","0","0","1575850","1575850","0"
"60168","Washington Parish Government","Bogalusa","LA","Area Agency on Aging","Rural Reporter","2024",,,,"8","0","0","0","0","527969","527969","0"
"60169","City of Ville Platte Evangeline Parish","Ville Platte","LA","Area Agency on Aging","Rural Reporter","2024",,,,"8","0","0","0","0","359048","359048","0"
"60172","KI BOIS Community Action Foundation, Inc., dba: Ki Bois Area Transit","Stigler","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"185","0","0","0","0","11565562","11565562","0"
"60173","City of South Padre Island","South Padre Island","TX","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","0","0","0","0","1772068","1772068","0"
"60175","Rural Economic Assistance League, Inc.","Alice","TX","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"32","0","0","0","0","3798067","3798067","0"
"60176","Senior Center Resources and Public Transit, Inc.","Greenville","TX","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"20","0","0","0","0","1993421","1993421","0"
"60179","El Paso County, dba: El Paso Transportation Authority","El Paso","TX","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","27253","El Paso, TX--NM","854584","162","0","0","0","0","7344012","7344012","0"
"60180","East Feliciana Police Jury","Clinton","LA","Area Agency on Aging","Rural Reporter","2024",,,,"8","0","0","0","0","379248","379248","0"
"60181","City of Guymon, dba: The Ride","Guymon","OK","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","0","0","0","0","282926","282926","0"
"60183","Delta Community Action Foundation, Inc., dba: Delta Public Transit","Lindsay","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"8","0","0","0","0","362302","362302","0"
"60184","City of Carlsbad, dba: Carlsbad Municipal Transit System","Carlsbad","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"16","0","0","0","0","1374773","1374773","0"
"60185","Webb County, dba: El Aguila Rural Transit","Laredo","TX","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"10","0","0","0","0","1185653","1185653","0"
"60186","East Texas Council of Governments","Kilgore","TX","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"43","0","0","0","0","6323696","6323696","0"
"60189","NW Arkansas Economical Development District, Inc., dba: North Arkansas Transportation Service","Harrison","AR","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"61","0","0","0","0","1122147","1122147","0"
"60190","City of Hobbs, dba: Hobbs Express","Hobbs","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","0","0","0","0","908805","908805","0"
"60191","Lift Community Action Agency Inc","Hugo","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"28","0","0","0","0","1366521","1366521","0"
"60192","Panhandle Community Services","Amarillo","TX","Private-Non-Profit Corporation","Reduced Reporter","2024","01927","Amarillo, TX","205860","50","0","0","0","0","4954680","4954680","0"
"60193","Town of Beaver, dba: Beaver City Transit","Beaver","OK","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","35130","35130","0"
"60194","Webster Parish Police Jury","Minden","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","0","0","0","0","383380","383380","0"
"60195","St Martin Parish Government","Saint Martinville","LA","Area Agency on Aging","Rural Reporter","2024",,,,"4","0","0","0","0","273087","273087","0"
"60196","Tangipahoa Voluntary Council on Aging","Amite","LA","Area Agency on Aging","Reduced Reporter","2024","36514","Hammond, LA","72526","11","0","0","0","0","574142","574142","0"
"60198","Calcasieu Parish Police Jury","Lake Charles","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"10","0","0","0","0","1074736","1074736","0"
"60199","City of Franklin St. Mary Parish","Franklin","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","0","0","0","0","251560","251560","0"
"60200","Livingston Parish Council","Livingston","LA","Area Agency on Aging","Rural Reporter","2024",,,,"13","0","0","0","0","569852","569852","0"
"60202","Aspermont Small Business Development Center, Inc., dba: Double Mountain Coach","Aspermont","TX","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"19","0","0","0","0","1275790","1275790","0"
"60203","Muskogee County Public Transit Authority, dba: Muskogee County Transit","Muskogee","OK","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"22","0","0","0","0","1488907","1488907","0"
"60204","Crowley's Ridge Development Council, Inc., dba: North East Arkansas Transit","Jonesboro","AR","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"8","0","0","0","0","242689","242689","0"
"60205","Inca Community Services, Inc., dba: JAMM Transit","Tishomingo","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"47","0","0","0","0","1738999","1738999","0"
"60206","Zia Therapy Center, Inc., dba: ZTrans","Alamogordo","NM","Private-Non-Profit Corporation","Reduced Reporter","2024","47935","Las Cruces, NM","139338","12","0","0","0","0","1826526","1826526","0"
"60207","Assumption Parish Police Jury","Napoleonville","LA","Area Agency on Aging","Rural Reporter","2024",,,,"9","0","0","0","0","276983","276983","0"
"60209","Caldwell Parish Police Jury","Columbia","LA","Area Agency on Aging","Rural Reporter","2024",,,,"4","0","0","0","0","140436","140436","0"
"60211","Vermilion Parish Police Jury","Abbeville","LA","Area Agency on Aging","Rural Reporter","2024",,,,"1","0","0","0","0","135708","135708","0"
"60214","Logan County Historical Society, dba: First Capital Trolley","Guthrie","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"37","0","0","0","0","3456035","3456035","0"
"60215","Incorporated County of Los Alamos, dba: Atomic City Transit","Los Alamos","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"17","0","0","0","0","4927390","4927390","0"
"60217","City of West Monroe/West Ouachita Parish","West Monroe","LA","Area Agency on Aging","Rural Reporter","2024",,,,"11","0","0","0","0","525701","525701","0"
"60220","Washita Valley Community Action Council, dba: Washita Valley Transit","Chickasha","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"7","0","0","0","0","153276","153276","0"
"60222","St. James Parish Government","Convent","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"21","0","0","0","0","1358601","1358601","0"
"60224","The Community Pantry, dba: Gallup Express","Gallup","NM","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"7","0","0","0","0","664204","664204","0"
"60225","City of Clovis, dba: Clovis Area Transit System","Clovis","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"8","0","0","0","0","839952","839952","0"
"60226","Northern Oklahoma Development Authority, dba: Cherokee Strip Transit","Enid","OK","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"38","0","0","0","0","1505932","1505932","0"
"60227","City of Enid, dba: Enid Transit","Enid","OK","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","27631","Enid, OK","50194","11","0","0","0","0","869939","869939","0"
"60229","Lincoln Parish Police Jury","Ruston","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"9","0","0","0","0","450567","450567","0"
"60231","St. Landry Government","Opelousas","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","0","0","0","0","234498","234498","0"
"60232","Terrebonne Parish Consolidated Government","Houma","LA","Area Agency on Aging","Rural Reporter","2024",,,,"19","0","0","0","0","617800","617800","0"
"60233","Southwest Oklahoma Community Action Group, Inc., dba: Southwest Transit","Altus","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"23","0","0","0","0","1176507","1176507","0"
"60234","Claiborne Parish Police Jury, dba: C92WRY5J6HA7","Homer","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"5","0","0","0","0","221347","221347","0"
"60235","Cameron Parish Police Jury","Cameron","LA","Area Agency on Aging","Rural Reporter","2024",,,,"8","0","0","0","0","290337","290337","0"
"60236","City of Las Vegas, dba: Meadow City Express","Las Vegas","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","0","0","0","0","333024","333024","0"
"60237","Town of Red River, dba: Miners Transit","Red River","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","226039","226039","0"
"60238","Colorado Valley Transit District","Columbus","TX","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"19","0","0","0","0","2120164","2120164","0"
"60243","West Texas Opportunities, Inc.","Lamesa","TX","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"49","0","0","0","0","6264963","6264963","0"
"60244","Golden Spread Rural Frontier Coalition, dba: Rural Frontier Express","Clayton","NM","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"8","0","0","0","0","503550","503550","0"
"60246","Central Arkansas Development Council, dba: South Central Arkansas Transit","Benton","AR","Private-Non-Profit Corporation","Full Reporter","2024","50392","Little Rock, AR","461864","185","12258277","317724","16858","1950371","0","14543230","0"
"60247","Avoyelles Parish Police Jury","Marksville","LA","Area Agency on Aging","Rural Reporter","2024",,,,"7","0","0","0","0","439690","439690","0"
"60249","Allen Parish Police Jury","Oberlin","LA","Area Agency on Aging","Rural Reporter","2024",,,,"9","0","0","0","0","467929","467929","0"
"60250","Black River Area Development Corporation, dba: Black River Area Development Public Transit","Pocahontas","AR","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"9","0","0","0","0","413862","413862","0"
"60251","Bienville Parish Police Jury","Arcadia","LA","Area Agency on Aging","Rural Reporter","2024",,,,"7","0","0","0","0","394667","394667","0"
"60253","City of Portales, dba: PORTALES AREA TRANSIT","Portales","NM","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"3","0","0","0","0","149676","149676","0"
"60256","Southwest Area Regional Transit District","Uvalde","TX","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","25498","Eagle Pass, TX","54083","22","0","0","0","0","3552803","3552803","0"
"60257","Area Agency on Aging of Western Arkansas, Inc., dba: Western Transit System","Fort Smith","AR","Area Agency on Aging","Rural Reporter","2024",,,,"30","0","0","0","0","1369491","1369491","0"
"60258","Big Five Community Services, Inc., dba: Southern Oklahoma Rural Tansportation System","Durant","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"25","0","0","0","0","1340241","1340241","0"
"60259","Central Oklahoma Community Action Agency, dba: Central Oklahoma Transit System","Shawnee","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"9","0","0","0","0","495116","495116","0"
"60260","Community Services, Inc., dba: Community Transit Service","Corsicana","TX","Private-Non-Profit Corporation","Reduced Reporter","2024","22042","Dallas--Fort Worth--Arlington, TX","5732354","10","0","0","0","0","1578675","1578675","0"
"60261","Desoto Parish Police Jury","Mansfield","LA","Area Agency on Aging","Rural Reporter","2024",,,,"6","0","0","0","0","243842","243842","0"
"60262","Central Texas Rural Transit District","Coleman","TX","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"57","0","0","0","0","5056779","5056779","0"
"60263","Vernon Parish Police Jury","Leesville","LA","Area Agency on Aging","Rural Reporter","2024",,,,"7","0","0","0","0","455431","455431","0"
"60264","The Transit System, Inc.","Glen Rose","TX","Other Publicly-Owned or Privately Chartered Corporation","Rural Reporter","2024",,,,"29","0","0","0","0","1299672","1299672","0"
"60266","Grand Gateway EDA/ Pelivan","Big Cabin","OK","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"38","0","0","0","0","2299625","2299625","0"
"60269","Texas State University, dba: Bobcat Shuttle","San Marcos","TX","University","Full Reporter","2024","79201","San Marcos, TX","70801","38","3397148","998530","28853","954803","0","5379334","0"
"60270","City of McKinney, dba: Collin County Transit","Mckinney","TX","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","52695","McKinney--Frisco, TX","504803","27","1382011","188456","91734","558368","0","2220569","0"
"60273","University of Texas Rio Grande Valley","Edinburg","TX","University","Full Reporter","2024","52390","McAllen, TX","779553","30","2912953","793050","52149","472014","0","4230166","0"
"60274","South Texas College, dba: JagExpress","Mcallen","TX","University","Reduced Reporter","2024","52390","McAllen, TX","779553","2","0","0","0","0","264835","264835","0"
"60275","Gulf Coast Transit District","Texas City","TX","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","32491","Galveston--Texas City, TX","191863","30","0","0","0","0","7142411","7142411","0"
"60276","Plaquemines Port, Harbor and Terminal District","Belle Chasse","LA","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","62677","New Orleans, LA","963212","2","2547300","575617","30265","874669","0","4027851","0"
"60277","Otoe-Missouria Tribe, dba: Otoe-Missouria Tribal Transit","Red Rock","OK","Tribe","Reduced Reporter","2024","00040","Oklahoma Non-UZA","1994607","1","0","0","0","0","62850","62850","0"
"60620","Pueblo of Laguna, dba: Pueblo of Laguna - Shaa'srk'a Transit","Laguna","NM","Tribe","Reduced Reporter","2024","00035","New Mexico Non-UZA","978126","4","0","0","0","0","254017","254017","0"
"66140","Cherokee Nation, dba: Cherokee Nation Department of Transportation","Tahlequah","OK","Tribe","Reduced Reporter","2024","00040","Oklahoma Non-UZA","1994607",,,,,,,,
"66146","Ponca Tribe of Oklahoma, dba: White Eagle Transit","Ponca City","OK","Tribe","Reduced Reporter","2024","00040","Oklahoma Non-UZA","1994607","7","0","0","0","0","339949","339949","0"
"66152","Pueblo of Santa Ana, dba: Santa Ana Transportation","Bernalillo","NM","Tribe","Reduced Reporter","2024","00035","New Mexico Non-UZA","978126","3","0","0","0","0","215717","215717","0"
"66158","Seminole Nation of Oklahoma, dba: Seminole Nation Public Transit","Wewoka","OK","Tribe","Reduced Reporter","2024","00040","Oklahoma Non-UZA","1994607","8","0","0","0","0","863252","863252","0"
"66164","Kiowa Tribe","Carnegie","OK","Tribe","Reduced Reporter","2024","00040","Oklahoma Non-UZA","1994607","7","0","0","0","0","201657","201657","0"
"66170","Muscogee (Creek) Nation, dba: Muscogee (Creek) Nation Transit","Okmulgee","OK","Tribe","Reduced Reporter","2024","00040","Oklahoma Non-UZA","1994607","20","0","0","0","0","1254176","1254176","0"
"66176","United Keetoowah Band of Cherokee Indians in Oklahoma, dba: Keetoowah Transit","Tahlequah","OK","Tribe","Reduced Reporter","2024","00040","Oklahoma Non-UZA","1994607","6","0","0","0","0","234274","234274","0"
"66182","Northeast Oklahoma Tribal Transit Consortium, dba: Grand Gateway EDA/Pelivan Transit","Miami","OK","Tribe","Reduced Reporter","2024","00040","Oklahoma Non-UZA","1994607",,,,,,,,
"66188","Ohkay Owingeh Pueblo, dba: Po'Pay Messenger","Ohkay Owingeh","NM","Tribe","Reduced Reporter","2024","00035","New Mexico Non-UZA","978126","4","0","0","0","0","312107","312107","0"
"66194","Cheyenne & Arapaho Tribes, dba: Cheyenne and Arapaho Tribal Transit","Concho","OK","Tribe","Reduced Reporter","2024","00040","Oklahoma Non-UZA","1994607","8","0","0","0","0","559561","559561","0"
"66242","Zuni Pueblo, dba: A:Shiwi Transit","Zuni","NM","Tribe","Reduced Reporter","2024","00035","New Mexico Non-UZA","978126","5","0","0","0","0","777410","777410","0"
"66267","Iberville Sheriff's Office","Plaquemine","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"10","0","0","0","0","955418","955418","0"
"66268","Madison Parish Policy Jury","Tallulah","LA","Area Agency on Aging","Rural Reporter","2024",,,,"8","0","0","0","0","252756","252756","0"
"66271","Capital Area Rural Transportation System, dba: CARTS","Cedar Creek","TX","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"85","0","0","0","0","8617929","8617929","0"
"66273","St. Helena Council on Aging","Greensburg","LA","Area Agency on Aging","Rural Reporter","2024",,,,"6","0","0","0","0","257669","257669","0"
"66274","MAGB Transportation, Inc.","Fairview","OK","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"33","0","0","0","0","1529585","1529585","0"
"66276","McLennan County","Waco","TX","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"26","0","0","0","0","1558883","1558883","0"
"66282","Rapides Parish Police Jury","Alexandria","LA","Area Agency on Aging","Rural Reporter","2024",,,,"4","0","0","0","0","100490","100490","0"
"66283","South Central Regional Transit District","Anthony","NM","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","47935","Las Cruces, NM","139338","15","0","0","0","0","2006476","2006476","0"
"66337","West Feliciana Parish Council","Saint Francisville","LA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"3","0","0","0","0","217573","217573","0"
"66338","Mescalero Apache Tribe","Mescalero","NM","Tribe","Reduced Reporter","2024","00035","New Mexico Non-UZA","978126",,,,,,,,
"66339","New Mexico Department of Transportation, dba: NMGo!","Santa Fe","NM","State Government Unit or Department of Transportation","Full Reporter","2024","47935","Las Cruces, NM","139338","103","259313","35693","0","397700","0","692706","0"
"66341","City of Norman, dba: EMBARK Norman","Norman","OK","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","63433","Norman, OK","120191","23","0","0","0","0","6014167","6014167","0"
"66343","City of San Marcos, dba: San Marcos Transit","San Marcos","TX","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","79201","San Marcos, TX","70801","14","0","0","0","0","2001315","2001315","0"
"66346","Rapides Area Planning Commission","Alexandria","LA","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"6","0","0","0","0","500964","500964","0"
"66348","Tunica-Biloxi Tribe of Louisiana Tribal Office","Marksville","LA","Tribe","Reduced Reporter","2024","00022","Louisiana Non-UZA","1763723","3","0","0","0","0","40203","40203","0"
"70001","City of Lincoln, dba: StarTran","Lincoln","NE","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","49933","Lincoln, NE","291217","74","13769431","3382708","272930","1807185","0","19232254","0"
"70002","Transit Authority of Omaha, dba: Metro","Omaha","NE","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","65269","Omaha, NE--IA","819508","101","23734891","6298010","1759273","10499119","0","42291293","0"
"70003","City of Springfield, dba: City Utilities of Springfield MO","Springfield","MO","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","83953","Springfield, MO","282651","22","7071050","1922638","325532","2879654","0","12198874","0"
"70004","Winnebago Tribe of Nebraska","Winnebago","NE","Tribe","Reduced Reporter","2024","00031","Nebraska Non-UZA","846992","2","0","0","0","0","876007","876007","0"
"70005","Kansas City Area Transportation Authority","Kansas City","MO","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","43912","Kansas City, MO--KS","1674218","307","68948937","19871236","8496583","26977373","0","124294129","1341493"
"70006","Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro","Saint Louis","MO","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","77770","St. Louis, MO--IL","2156323","426","136541687","41076879","40596023","74226684","0","292441273","866779"
"70007","City of Bettendorf, dba: Bettendorf Transit System","Bettendorf","IA","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","22366","Davenport, IA--IL","285211","3","0","0","0","0","916406","916406","0"
"70008","City of Cedar Rapids, dba: Cedar Rapids Transit","Cedar Rapids","IA","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","14752","Cedar Rapids, IA","192844","25","5848036","2254709","227000","1519033","0","9848778","944119"
"70009","City of Davenport, dba: Davenport Citibus","Davenport","IA","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","22366","Davenport, IA--IL","285211","15","0","0","0","0","6744961","6744961","0"
"70010","Des Moines Area Regional Transit Authority","Des Moines","IA","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","23743","Des Moines, IA","542486","140","20036479","5806031","1383962","10343287","0","37569759","0"
"70011","City of Dubuque, dba: The Jule","Dubuque","IA","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","24823","Dubuque, IA--IL","70332","19","0","0","0","0","4041831","4041831","0"
"70012","City of Sioux City, dba: Sioux City Transit System","Sioux City","IA","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","82225","Sioux City, IA--NE--SD","113066","28","4135800","851080","293364","825466","0","6105710","0"
"70013","Metropolitan Transit Authority of Black Hawk County, dba: MET Transit","Waterloo","IA","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","92593","Waterloo, IA","114139","27","0","0","0","0","5973030","5973030","0"
