"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","modecd","mode_name","typeofservicecd","mode_voms","form_type","guideway","guideway_questionable","stations","stations_questionable","administrative_buildings","administrative_buildings_1","maintenance_buildings","maintenance_buildings_1","passenger_vehicles","passenger_vehicles_1","other_vehicles","other_vehicles_questionable","fare_collection_equipment","fare_collection_equipment_1","communication_information","communication_information_1","other","other_questionable","reduced_reporter","reduced_reporter_questionable","total","total_questionable"
"County of Fayette, dba: Fayette Area Coordinated Transportation","Uniontown","PA","30087","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","00042","Pennsylvania Non-UZA","4196634","27","DR","Demand Response","DO","19","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"County of Fayette, dba: Fayette Area Coordinated Transportation","Uniontown","PA","30087","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","00042","Pennsylvania Non-UZA","4196634","27","MB","Bus","DO","8","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"County of Fayette, dba: Fayette Area Coordinated Transportation","Uniontown","PA","30087","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","00042","Pennsylvania Non-UZA","4196634","27","MB","Bus","DO","8","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"400000",,"0",,"0",,"0",,"0",,"0",,"400000",
"County of Fayette, dba: Fayette Area Coordinated Transportation","Uniontown","PA","30087","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","00042","Pennsylvania Non-UZA","4196634","27","DR","Demand Response","DO","19","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"390216",,"0",,"50000",,"0",,"0",,"0",,"0",,"0",,"440216",
"County Commissioners of Charles County, MD, dba: PGM VanGO","La Plata","MD","30088","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","91261","Waldorf, MD","118601","32","DR","Demand Response","PT","16","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"County Commissioners of Charles County, MD, dba: PGM VanGO","La Plata","MD","30088","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","91261","Waldorf, MD","118601","32","DR","Demand Response","PT","16","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"County Commissioners of Charles County, MD, dba: PGM VanGO","La Plata","MD","30088","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","91261","Waldorf, MD","118601","32","MB","Bus","PT","16","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"82540",,"0",,"0",,"0",,"0",,"0",,"82540",
"County Commissioners of Charles County, MD, dba: PGM VanGO","La Plata","MD","30088","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","91261","Waldorf, MD","118601","32","MB","Bus","PT","16","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Monongalia County Urban Mass Transit Authority, dba: Mountain Line Transit Authority","Morgantown","WV","30089","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","59275","Morgantown, WV","77620","30","DR","Demand Response","DO","6","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"66557",,"66557",
"Monongalia County Urban Mass Transit Authority, dba: Mountain Line Transit Authority","Morgantown","WV","30089","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","59275","Morgantown, WV","77620","30","MB","Bus","DO","24","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"4620598",,"4620598",
"Eastern Panhandle Transit Authority","Martinsburg","WV","30090","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","36190","Hagerstown, MD--WV--PA--VA","197557","27","DR","Demand Response","DO","10","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"146314",,"146314",
"Eastern Panhandle Transit Authority","Martinsburg","WV","30090","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","36190","Hagerstown, MD--WV--PA--VA","197557","27","MB","Bus","DO","17","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"1405832",,"1405832",
"Town of Blacksburg, dba: Blacksburg Transit","Blacksburg","VA","30091","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","08002","Blacksburg--Christiansburg, VA","72400","34","MB","Bus","DO","26","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"12100386",,"342077",,"0",,"2721167",,"0",,"0",,"785484",,"35390",,"0",,"15984504",
"Town of Blacksburg, dba: Blacksburg Transit","Blacksburg","VA","30091","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","08002","Blacksburg--Christiansburg, VA","72400","34","MB","Bus","DO","26","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Town of Blacksburg, dba: Blacksburg Transit","Blacksburg","VA","30091","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","08002","Blacksburg--Christiansburg, VA","72400","34","DR","Demand Response","DO","8","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Town of Blacksburg, dba: Blacksburg Transit","Blacksburg","VA","30091","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","08002","Blacksburg--Christiansburg, VA","72400","34","DR","Demand Response","DO","8","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"The County Commissioners of Carroll County, Maryland, dba: Carroll Transit System","Westminster","MD","30092","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","31519","Frederick, MD","176456","23","MB","Bus","PT","6","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"The County Commissioners of Carroll County, Maryland, dba: Carroll Transit System","Westminster","MD","30092","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","31519","Frederick, MD","176456","23","DR","Demand Response","PT","17","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"139555",,"139555",
"City of Hazleton, dba: Hazleton Public Transit","Hazleton","PA","30093","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","37945","Hazleton, PA","50860","11","MB","Bus","PT","8","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"8936602",,"8936602",
"City of Hazleton, dba: Hazleton Public Transit","Hazleton","PA","30093","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","37945","Hazleton, PA","50860","11","DR","Demand Response","PT","3","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Harrisonburg","Harrisonburg","VA","30094","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","37162","Harrisonburg, VA","73377","32","DR","Demand Response","DO","8","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Harrisonburg","Harrisonburg","VA","30094","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","37162","Harrisonburg, VA","73377","32","MB","Bus","DO","24","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Harrisonburg","Harrisonburg","VA","30094","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","37162","Harrisonburg, VA","73377","32","DR","Demand Response","DO","8","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"378500",,"0",,"0",,"0",,"0",,"0",,"378500",
"City of Harrisonburg","Harrisonburg","VA","30094","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","37162","Harrisonburg, VA","73377","32","MB","Bus","DO","24","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"1361444",,"0",,"0",,"1361444",
"County of Lebanon Transit Authority, dba: Lebanon Transit","Lebanon","PA","30095","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","48664","Lebanon, PA","75485","23","MB","Bus","DO","11","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"3346",,"1098094",,"0",,"0",,"3049",,"40465",,"0",,"1144954",
"County of Lebanon Transit Authority, dba: Lebanon Transit","Lebanon","PA","30095","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","48664","Lebanon, PA","75485","23","MB","Bus","DO","11","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"County of Lebanon Transit Authority, dba: Lebanon Transit","Lebanon","PA","30095","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","48664","Lebanon, PA","75485","23","DR","Demand Response","DO","12","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"1318",,"0",,"0",,"1318",
"County of Lebanon Transit Authority, dba: Lebanon Transit","Lebanon","PA","30095","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","48664","Lebanon, PA","75485","23","DR","Demand Response","DO","12","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"The Tri-County Council for the Lower Eastern Shore of Maryland, dba: Shore Transit","Salisbury","MD","30096","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78364","Salisbury, MD--DE","78075","30","DR","Demand Response","DO","17","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"The Tri-County Council for the Lower Eastern Shore of Maryland, dba: Shore Transit","Salisbury","MD","30096","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78364","Salisbury, MD--DE","78075","30","MB","Bus","DO","13","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"307709",,"22250",,"0",,"0",,"0",,"0",,"329959",
"The Tri-County Council for the Lower Eastern Shore of Maryland, dba: Shore Transit","Salisbury","MD","30096","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78364","Salisbury, MD--DE","78075","30","MB","Bus","DO","13","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"The Tri-County Council for the Lower Eastern Shore of Maryland, dba: Shore Transit","Salisbury","MD","30096","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78364","Salisbury, MD--DE","78075","30","DR","Demand Response","DO","17","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"269966",,"0",,"0",,"243733",,"0",,"0",,"513699",
"City of Winchester, dba: WinTran","Winchester","VA","30099","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","96103","Winchester, VA","83377","8","DR","Demand Response","DO","3","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"City of Winchester, dba: WinTran","Winchester","VA","30099","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","96103","Winchester, VA","83377","8","MB","Bus","DO","5","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"377198",,"377198",
"National Capital Region Transportation Planning Board, dba: Commuter Connections","Washington","DC","30106","MPO, COG or Other Planning Agency","Reduced Reporter","2023","92242","Washington--Arlington, DC--VA--MD","5174759","12","VP","Vanpool","PT","12","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"West Virginia University, dba: Personal Rapid Transit","Morgantown","WV","30107","University","Full Reporter","2023","59275","Morgantown, WV","77620","46","MG","Monorail/Automated Guideway","DO","46","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","706452",,"653193",,"49770",,"0",,"431701",,"0",,"5070",,"147817",,"0",,"0",,"1994003",
"West Virginia University, dba: Personal Rapid Transit","Morgantown","WV","30107","University","Full Reporter","2023","59275","Morgantown, WV","77620","46","MG","Monorail/Automated Guideway","DO","46","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Cecil County Government , dba: Cecil Transit","Elkton","MD","30108","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","69076","Philadelphia, PA--NJ--DE--MD","5696125","18","DR","Demand Response","DO","10","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"214699",,"214699",
"Cecil County Government , dba: Cecil Transit","Elkton","MD","30108","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","69076","Philadelphia, PA--NJ--DE--MD","5696125","18","MB","Bus","DO","8","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"226201",,"226201",
"St. Mary's County Government , dba: St. Mary's Transit System","California","MD","30109","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","49594","Lexington Park--California--Chesapeake Ranch Estates, MD","62352","21","MB","Bus","DO","13","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"2250",,"2250",
"St. Mary's County Government , dba: St. Mary's Transit System","California","MD","30109","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","49594","Lexington Park--California--Chesapeake Ranch Estates, MD","62352","21","DR","Demand Response","DO","8","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Washington County Transportation Authority, dba: Freedom Transit","Washington","PA","30111","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","69697","Pittsburgh, PA","1745039","50","DR","Demand Response","PT","43","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Washington County Transportation Authority, dba: Freedom Transit","Washington","PA","30111","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","69697","Pittsburgh, PA","1745039","50","MB","Bus","PT","7","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Washington County Transportation Authority, dba: Freedom Transit","Washington","PA","30111","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","69697","Pittsburgh, PA","1745039","50","MB","Bus","PT","7","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"41968",,"0",,"55885",,"0",,"0",,"6993",,"0",,"0",,"104846",
"Washington County Transportation Authority, dba: Freedom Transit","Washington","PA","30111","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","69697","Pittsburgh, PA","1745039","50","DR","Demand Response","PT","43","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"6400000",,"595135",,"0",,"0",,"0",,"0",,"0",,"6995135",
"District Department of Transportation, dba: DC Circulator, DC Streetcar","Washington","DC","30112","State Government Unit or Department of Transportation","Full Reporter","2023","92242","Washington--Arlington, DC--VA--MD","5174759","61","SR","Streetcar Rail","PT","4","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","1996556",,"0",,"34080",,"0",,"216450",,"0",,"0",,"65712",,"0",,"0",,"2312798",
"District Department of Transportation, dba: DC Circulator, DC Streetcar","Washington","DC","30112","State Government Unit or Department of Transportation","Full Reporter","2023","92242","Washington--Arlington, DC--VA--MD","5174759","61","SR","Streetcar Rail","PT","4","Uses of Capital (F-20) - Expansion of Service","1512866",,"0",,"0",,"0",,"0",,"0",,"0",,"57628",,"0",,"0",,"1570494",
"District Department of Transportation, dba: DC Circulator, DC Streetcar","Washington","DC","30112","State Government Unit or Department of Transportation","Full Reporter","2023","92242","Washington--Arlington, DC--VA--MD","5174759","61","MB","Bus","PT","57","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"436490",,"1269355",,"0",,"0",,"0",,"0",,"0",,"1705845",
"District Department of Transportation, dba: DC Circulator, DC Streetcar","Washington","DC","30112","State Government Unit or Department of Transportation","Full Reporter","2023","92242","Washington--Arlington, DC--VA--MD","5174759","61","MB","Bus","PT","57","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Accomack-Northhampton Transportation District Comm, dba: STAR Transit","Tasley","VA","30114","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"13","DR","Demand Response","DO","2","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"4674",,"4674",
"Accomack-Northhampton Transportation District Comm, dba: STAR Transit","Tasley","VA","30114","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"13","MB","Bus","DO","11","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"31277",,"31277",
"New River Valley Senior Services, Inc., dba: Pulaski Area Transit","Radford","VA","30115","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"10","MB","Bus","DO","9","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"New River Valley Senior Services, Inc., dba: Pulaski Area Transit","Radford","VA","30115","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"10","DR","Demand Response","DO","1","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Borough of Mt. Carmel, dba: Lower Anthracite Transportation System","Mount Carmel","PA","30116","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"3","MB","Bus","PT","3","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"159524",,"159524",
"Garrett County Community Action Committee, Inc, dba: Garrett Transit Service","Oakland","MD","30117","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"13","DR","Demand Response","DO","13","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Virginia Regional Transit","Purcellville","VA","30118","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"22","DR","Demand Response","DO","11","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"48909",,"48909",
"Virginia Regional Transit","Purcellville","VA","30118","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"22","MB","Bus","DO","11","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"61633",,"61633",
"Central West Virginia Transit Authority","Clarksburg","WV","30119","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"18","DR","Demand Response","DO","6","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Central West Virginia Transit Authority","Clarksburg","WV","30119","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"18","MB","Bus","DO","12","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"191070",,"191070",
"Bluefield Area Transit","Bluefield","WV","30121","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"23","DR","Demand Response","DO","13","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Bluefield Area Transit","Bluefield","WV","30121","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"23","MB","Bus","DO","10","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"3167825",,"3167825",
"Randolph County Senior Center , dba: Country Roads Transit","Elkins","WV","30122","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"12","MB","Bus","DO","5","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Randolph County Senior Center , dba: Country Roads Transit","Elkins","WV","30122","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"12","DR","Demand Response","DO","7","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"District Three Governmental Cooperative, dba: Mountain Lynx Transit","Marion","VA","30123","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","10351","Bristol, TN--VA","70638","27","DR","Demand Response","DO","19","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"153128",,"153128",
"District Three Governmental Cooperative, dba: Mountain Lynx Transit","Marion","VA","30123","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","10351","Bristol, TN--VA","70638","27","MB","Bus","DO","8","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Warren County Transit Authority, dba: Transit Authority of Warren County","Warren","PA","30124","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"13","MB","Bus","DO","3","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"1043550",,"1043550",
"Warren County Transit Authority, dba: Transit Authority of Warren County","Warren","PA","30124","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"13","DR","Demand Response","DO","10","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Schuylkill Transportation System","Pottsville","PA","30127","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"40","DR","Demand Response","DO","30","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"4109922",,"4109922",
"Schuylkill Transportation System","Pottsville","PA","30127","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"40","MB","Bus","DO","10","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"4706700",,"4706700",
"Anne Arundel County","Annapolis","MD","30129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","04843","Baltimore, MD","2212038","28","MB","Bus","PT","7","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Anne Arundel County","Annapolis","MD","30129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","04843","Baltimore, MD","2212038","28","DR","Demand Response","PT","21","Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Anne Arundel County","Annapolis","MD","30129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","04843","Baltimore, MD","2212038","28","DR","Demand Response","PT","21","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Anne Arundel County","Annapolis","MD","30129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","04843","Baltimore, MD","2212038","28","MB","Bus","PT","7","Uses of Capital (F-20) - Expansion of Service","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Baltimore County Department of Public Works Transportation","Towson","MD","30130","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","04843","Baltimore, MD","2212038","21","DR","Demand Response","DO","13","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Baltimore County Department of Public Works Transportation","Towson","MD","30130","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","04843","Baltimore, MD","2212038","21","MB","Bus","DO","8","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Board of County Commissioners of Calvert County, Maryland, dba: Calvert County Public Transportation","Prince Frederick","MD","30131","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","49594","Lexington Park--California--Chesapeake Ranch Estates, MD","62352","14","MB","Bus","DO","9","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"159013",,"159013",
"Board of County Commissioners of Calvert County, Maryland, dba: Calvert County Public Transportation","Prince Frederick","MD","30131","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","49594","Lexington Park--California--Chesapeake Ranch Estates, MD","62352","14","DR","Demand Response","DO","5","Reduced Reporting","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Mountain Empire Older Citizens , dba: MetGo!","Big Stone Gap","VA","30132","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"35","DR","Demand Response","DO","35","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"636258",,"636258",
"Potomac Valley Transit Authority","Petersburg","WV","30135","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"26","DR","Demand Response","DO","10","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"174650",,"174650",
"Potomac Valley Transit Authority","Petersburg","WV","30135","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"26","MB","Bus","DO","16","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Monroe County Transportation  Authority, dba: Pocono Pony","Swiftwater","PA","30137","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"31","DR","Demand Response","DO","25","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"697715",,"697715",
"Monroe County Transportation  Authority, dba: Pocono Pony","Swiftwater","PA","30137","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"31","MB","Bus","DO","6","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"52035",,"52035",
"Barbour Co. Senior Center , dba: Here & There Transit","Philippi","WV","30138","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"14","MB","Bus","DO","1","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Barbour Co. Senior Center , dba: Here & There Transit","Philippi","WV","30138","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","13","Reduced Reporting (RR-20) - General Public Transit","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
